"method","seed","variable","group","direction","weight"
"SGL-WQS (unweighted, lambda.min path)",888,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.233009624098495
"SGL-WQS (unweighted, lambda.min path)",888,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.419613429426165
"SGL-WQS (unweighted, lambda.min path)",888,"URXCYM","Nitrile/amide/cyanide-related","Positive",0.159317623758208
"SGL-WQS (unweighted, lambda.min path)",888,"URXATC","Nitrile/amide/cyanide-related","Positive",0.188059322717132
"SGL-WQS (unweighted, lambda.min path)",888,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (unweighted, lambda.min path)",888,"URX2MH","Aromatic hydrocarbons","Negative",0.0354205733956326
"SGL-WQS (unweighted, lambda.min path)",888,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXPHG","Aromatic hydrocarbons","Negative",0.964579426604367
"SGL-WQS (unweighted, lambda.min path)",888,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXMB3","Dienes/alkenes/epoxides","Negative",0.379846624731321
"SGL-WQS (unweighted, lambda.min path)",888,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.128517741277412
"SGL-WQS (unweighted, lambda.min path)",888,"URXHP2","Dienes/alkenes/epoxides","Negative",0.491635633991266
"SGL-WQS (unweighted, lambda.min path)",888,"URXAAM","Nitrile/amide/cyanide-related","Negative",1
"SGL-WQS (unweighted, lambda.min path)",888,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",888,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (unweighted, lambda.min path)",888,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URX34M","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXBMA","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXMAD","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXDHB","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXAMC","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXCEM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXCYM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXATC","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URXPMM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda=0)",888,"URX2MH","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXPHG","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXMB3","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXIPM3","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXHP2","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXAAM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXHPM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda=0)",888,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URX2MH","Aromatic hydrocarbons","Positive",0.0616772778200268
"SGL-WQS (survey, lambda.min path)",888,"URX34M","Aromatic hydrocarbons","Positive",0.382727897201116
"SGL-WQS (survey, lambda.min path)",888,"URXBMA","Aromatic hydrocarbons","Positive",0.17741796849556
"SGL-WQS (survey, lambda.min path)",888,"URXMAD","Aromatic hydrocarbons","Positive",0.378176856483297
"SGL-WQS (survey, lambda.min path)",888,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda.min path)",888,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (survey, lambda.min path)",888,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",888,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",888,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",888,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda.min path)",888,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.0236627704421065
"SGL-WQS (survey, lambda.min path)",888,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.67658915928086
"SGL-WQS (survey, lambda.min path)",888,"URXCYM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda.min path)",888,"URXATC","Nitrile/amide/cyanide-related","Positive",0.299748070277034
"SGL-WQS (survey, lambda.min path)",888,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda.min path)",888,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (survey, lambda.min path)",888,"URX2MH","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URXPHG","Aromatic hydrocarbons","Negative",1
"SGL-WQS (survey, lambda.min path)",888,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URXMB3","Dienes/alkenes/epoxides","Negative",0.462214995235149
"SGL-WQS (survey, lambda.min path)",888,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.00762982608094297
"SGL-WQS (survey, lambda.min path)",888,"URXHP2","Dienes/alkenes/epoxides","Negative",0.530155178683908
"SGL-WQS (survey, lambda.min path)",888,"URXAAM","Nitrile/amide/cyanide-related","Negative",0.974489294595593
"SGL-WQS (survey, lambda.min path)",888,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URXCYM","Nitrile/amide/cyanide-related","Negative",0.0255107054044067
"SGL-WQS (survey, lambda.min path)",888,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",888,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (survey, lambda.min path)",888,"URXPMM","Reactive aldehydes","Negative",0
"gWQS",999,"URXMAD",NA,"Positive",0.212978849049085
"gWQS",999,"URXCEM",NA,"Positive",0.134123595736737
"gWQS",999,"URXPMM",NA,"Positive",0.123264958434168
"gWQS",999,"URXDHB",NA,"Positive",0.11968548390883
"gWQS",999,"URXAMC",NA,"Positive",0.0926845831018605
"gWQS",999,"URXCYM",NA,"Positive",0.0919106220615058
"gWQS",999,"URXATC",NA,"Positive",0.0739881539559835
"gWQS",999,"URX34M",NA,"Positive",0.058773267143631
"gWQS",999,"URXBMA",NA,"Positive",0.0438004946851922
"gWQS",999,"URXIPM3",NA,"Positive",0.0164030321406769
"gWQS",999,"URX2MH",NA,"Positive",0.00846862097606942
"gWQS",999,"URXMB3",NA,"Positive",0.00638031293905996
"gWQS",999,"URXPHG",NA,"Positive",0.00523554870174159
"gWQS",999,"URXAAM",NA,"Positive",0.00430077723073451
"gWQS",999,"URXHP2",NA,"Positive",0.00418006159736142
"gWQS",999,"URXHPM",NA,"Positive",0.00382163833736381
"gWQS",999,"URXMAD",NA,"Negative",0.0042985133014647
"gWQS",999,"URXCEM",NA,"Negative",0.00398395682291706
"gWQS",999,"URXPMM",NA,"Negative",0.00329847290004523
"gWQS",999,"URXDHB",NA,"Negative",0.00409508225084665
"gWQS",999,"URXAMC",NA,"Negative",0.00512701023438395
"gWQS",999,"URXCYM",NA,"Negative",0.00472626719269238
"gWQS",999,"URXATC",NA,"Negative",0.00512346128216053
"gWQS",999,"URX34M",NA,"Negative",0.0122542152086982
"gWQS",999,"URXBMA",NA,"Negative",0.00683527499795163
"gWQS",999,"URXIPM3",NA,"Negative",0.0435448028581946
"gWQS",999,"URX2MH",NA,"Negative",0.0667200537735544
"gWQS",999,"URXMB3",NA,"Negative",0.0984624570376067
"gWQS",999,"URXPHG",NA,"Negative",0.325129826547097
"gWQS",999,"URXAAM",NA,"Negative",0.13768285509126
"gWQS",999,"URXHP2",NA,"Negative",0.126767628657578
"gWQS",999,"URXHPM",NA,"Negative",0.151950121843549
"groupWQS",999,"URX2MH","Aromatic hydrocarbons","Combined",0.0862080106576283
"groupWQS",999,"URX34M","Aromatic hydrocarbons","Combined",0.108626306265273
"groupWQS",999,"URXBMA","Aromatic hydrocarbons","Combined",0.129438215087049
"groupWQS",999,"URXMAD","Aromatic hydrocarbons","Combined",0.110324037957252
"groupWQS",999,"URXPHG","Aromatic hydrocarbons","Combined",0.565403430032824
"groupWQS",999,"URXDHB","Dienes/alkenes/epoxides","Combined",0.0212827109422741
"groupWQS",999,"URXMB3","Dienes/alkenes/epoxides","Combined",0.231243056784003
"groupWQS",999,"URXIPM3","Dienes/alkenes/epoxides","Combined",0.126647761679933
"groupWQS",999,"URXHP2","Dienes/alkenes/epoxides","Combined",0.620826470593852
"groupWQS",999,"URXAAM","Nitrile/amide/cyanide-related","Combined",0.0296854037470494
"groupWQS",999,"URXAMC","Nitrile/amide/cyanide-related","Combined",0.202896972820983
"groupWQS",999,"URXCEM","Nitrile/amide/cyanide-related","Combined",0.466915088523026
"groupWQS",999,"URXCYM","Nitrile/amide/cyanide-related","Combined",0.146351529253458
"groupWQS",999,"URXATC","Nitrile/amide/cyanide-related","Combined",0.154151005655493
"groupWQS",999,"URXHPM","Reactive aldehydes","Combined",0.54826060866105
"groupWQS",999,"URXPMM","Reactive aldehydes","Combined",0.451739391338936
"SGL-WQS (unweighted, lambda=0)",999,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda=0)",999,"URX34M","Aromatic hydrocarbons","Positive",0.0622608490944023
"SGL-WQS (unweighted, lambda=0)",999,"URXBMA","Aromatic hydrocarbons","Positive",0.39841536580077
"SGL-WQS (unweighted, lambda=0)",999,"URXMAD","Aromatic hydrocarbons","Positive",0.539323785104828
"SGL-WQS (unweighted, lambda=0)",999,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda=0)",999,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (unweighted, lambda=0)",999,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",999,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",999,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",999,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (unweighted, lambda=0)",999,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.223037130516231
"SGL-WQS (unweighted, lambda=0)",999,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.414578524444486
"SGL-WQS (unweighted, lambda=0)",999,"URXCYM","Nitrile/amide/cyanide-related","Positive",0.184841079380263
"SGL-WQS (unweighted, lambda=0)",999,"URXATC","Nitrile/amide/cyanide-related","Positive",0.17754326565902
"SGL-WQS (unweighted, lambda=0)",999,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (unweighted, lambda=0)",999,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (unweighted, lambda=0)",999,"URX2MH","Aromatic hydrocarbons","Negative",0.0361821135555519
"SGL-WQS (unweighted, lambda=0)",999,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",999,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",999,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",999,"URXPHG","Aromatic hydrocarbons","Negative",0.963817886444448
"SGL-WQS (unweighted, lambda=0)",999,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (unweighted, lambda=0)",999,"URXMB3","Dienes/alkenes/epoxides","Negative",0.408805544906797
"SGL-WQS (unweighted, lambda=0)",999,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.150656460415138
"SGL-WQS (unweighted, lambda=0)",999,"URXHP2","Dienes/alkenes/epoxides","Negative",0.440537994678065
"SGL-WQS (unweighted, lambda=0)",999,"URXAAM","Nitrile/amide/cyanide-related","Negative",1
"SGL-WQS (unweighted, lambda=0)",999,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",999,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",999,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",999,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",999,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (unweighted, lambda=0)",999,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda.min path)",999,"URX34M","Aromatic hydrocarbons","Positive",0.0347333124329493
"SGL-WQS (unweighted, lambda.min path)",999,"URXBMA","Aromatic hydrocarbons","Positive",0.437616500235783
"SGL-WQS (unweighted, lambda.min path)",999,"URXMAD","Aromatic hydrocarbons","Positive",0.527650187331268
"SGL-WQS (unweighted, lambda.min path)",999,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (unweighted, lambda.min path)",999,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.230534158668278
"SGL-WQS (unweighted, lambda.min path)",999,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.421098253534386
"SGL-WQS (unweighted, lambda.min path)",999,"URXCYM","Nitrile/amide/cyanide-related","Positive",0.162711814322194
"SGL-WQS (unweighted, lambda.min path)",999,"URXATC","Nitrile/amide/cyanide-related","Positive",0.185655773475142
"SGL-WQS (unweighted, lambda.min path)",999,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (unweighted, lambda.min path)",999,"URX2MH","Aromatic hydrocarbons","Negative",0.0368039510091454
"SGL-WQS (unweighted, lambda.min path)",999,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXPHG","Aromatic hydrocarbons","Negative",0.963196048990855
"SGL-WQS (unweighted, lambda.min path)",999,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXMB3","Dienes/alkenes/epoxides","Negative",0.386269358797892
"SGL-WQS (unweighted, lambda.min path)",999,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.134736247425325
"SGL-WQS (unweighted, lambda.min path)",999,"URXHP2","Dienes/alkenes/epoxides","Negative",0.478994393776782
"SGL-WQS (unweighted, lambda.min path)",999,"URXAAM","Nitrile/amide/cyanide-related","Negative",1
"SGL-WQS (unweighted, lambda.min path)",999,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",999,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (unweighted, lambda.min path)",999,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URX34M","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXBMA","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXMAD","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXDHB","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXAMC","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXCEM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXCYM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXATC","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URXPMM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda=0)",999,"URX2MH","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXPHG","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXMB3","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXIPM3","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXHP2","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXAAM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXHPM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda=0)",999,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URX2MH","Aromatic hydrocarbons","Positive",0.0616772778200268
"SGL-WQS (survey, lambda.min path)",999,"URX34M","Aromatic hydrocarbons","Positive",0.382727897201116
"SGL-WQS (survey, lambda.min path)",999,"URXBMA","Aromatic hydrocarbons","Positive",0.17741796849556
"SGL-WQS (survey, lambda.min path)",999,"URXMAD","Aromatic hydrocarbons","Positive",0.378176856483297
"SGL-WQS (survey, lambda.min path)",999,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda.min path)",999,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (survey, lambda.min path)",999,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",999,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",999,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",999,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda.min path)",999,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.0236627704421065
"SGL-WQS (survey, lambda.min path)",999,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.67658915928086
"SGL-WQS (survey, lambda.min path)",999,"URXCYM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda.min path)",999,"URXATC","Nitrile/amide/cyanide-related","Positive",0.299748070277034
"SGL-WQS (survey, lambda.min path)",999,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda.min path)",999,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (survey, lambda.min path)",999,"URX2MH","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URXPHG","Aromatic hydrocarbons","Negative",1
"SGL-WQS (survey, lambda.min path)",999,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URXMB3","Dienes/alkenes/epoxides","Negative",0.462214995235149
"SGL-WQS (survey, lambda.min path)",999,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.00762982608094297
"SGL-WQS (survey, lambda.min path)",999,"URXHP2","Dienes/alkenes/epoxides","Negative",0.530155178683908
"SGL-WQS (survey, lambda.min path)",999,"URXAAM","Nitrile/amide/cyanide-related","Negative",0.974489294595593
"SGL-WQS (survey, lambda.min path)",999,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URXCYM","Nitrile/amide/cyanide-related","Negative",0.0255107054044067
"SGL-WQS (survey, lambda.min path)",999,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",999,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (survey, lambda.min path)",999,"URXPMM","Reactive aldehydes","Negative",0
"gWQS",1001,"URXCEM",NA,"Positive",0.23406720964951
"gWQS",1001,"URXPMM",NA,"Positive",0.210366439718914
"gWQS",1001,"URXATC",NA,"Positive",0.153956623602655
"gWQS",1001,"URXAMC",NA,"Positive",0.0845982212933014
"gWQS",1001,"URXMAD",NA,"Positive",0.0720920138983409
"gWQS",1001,"URXCYM",NA,"Positive",0.0631835703083286
"gWQS",1001,"URXDHB",NA,"Positive",0.0625916750966013
"gWQS",1001,"URXBMA",NA,"Positive",0.0394290386582911
"gWQS",1001,"URX2MH",NA,"Positive",0.0331288250266951
"gWQS",1001,"URX34M",NA,"Positive",0.0191266536369373
"gWQS",1001,"URXMB3",NA,"Positive",0.00902508018912265
"gWQS",1001,"URXHPM",NA,"Positive",0.00477772798786224
"gWQS",1001,"URXHP2",NA,"Positive",0.00384406004988272
"gWQS",1001,"URXIPM3",NA,"Positive",0.00343344690836057
"gWQS",1001,"URXPHG",NA,"Positive",0.00324037614098981
"gWQS",1001,"URXAAM",NA,"Positive",0.00313903783420873
"gWQS",1001,"URXCEM",NA,"Negative",0.00613995652512908
"gWQS",1001,"URXPMM",NA,"Negative",0.00340178744677936
"gWQS",1001,"URXATC",NA,"Negative",0.00554184939081665
"gWQS",1001,"URXAMC",NA,"Negative",0.0072149890206298
"gWQS",1001,"URXMAD",NA,"Negative",0.0094613920566246
"gWQS",1001,"URXCYM",NA,"Negative",0.00926143691650644
"gWQS",1001,"URXDHB",NA,"Negative",0.0142449442817925
"gWQS",1001,"URXBMA",NA,"Negative",0.0140340130489083
"gWQS",1001,"URX2MH",NA,"Negative",0.023068021819676
"gWQS",1001,"URX34M",NA,"Negative",0.0497776580477454
"gWQS",1001,"URXMB3",NA,"Negative",0.0899821199679452
"gWQS",1001,"URXHPM",NA,"Negative",0.125470863734321
"gWQS",1001,"URXHP2",NA,"Negative",0.162058608105089
"gWQS",1001,"URXIPM3",NA,"Negative",0.146209796560629
"gWQS",1001,"URXPHG",NA,"Negative",0.215808778668409
"gWQS",1001,"URXAAM",NA,"Negative",0.118323784408999
"groupWQS",1001,"URX2MH","Aromatic hydrocarbons","Combined",0.12766419262534
"groupWQS",1001,"URX34M","Aromatic hydrocarbons","Combined",0.13949247432585
"groupWQS",1001,"URXBMA","Aromatic hydrocarbons","Combined",0.104548702115656
"groupWQS",1001,"URXMAD","Aromatic hydrocarbons","Combined",0.0557961226139018
"groupWQS",1001,"URXPHG","Aromatic hydrocarbons","Combined",0.572498508319219
"groupWQS",1001,"URXDHB","Dienes/alkenes/epoxides","Combined",0.0192766517609568
"groupWQS",1001,"URXMB3","Dienes/alkenes/epoxides","Combined",0.440684378565654
