"method","seed","term","group","direction","estimate","std_error","p_value"
"SGL-WQS (survey, lambda.min path)",500,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.06516484801346,0.0267330517067787,0.0449159394016303
"gWQS",617,"pwqs","Overall mixture","Positive",0.36605099419912,0.096102397480769,0.000149966059231684
"gWQS",617,"nwqs","Overall mixture","Negative",-0.380946910116459,0.0871948106531507,1.408787964438e-05
"groupWQS",617,"GWQS1","Aromatic hydrocarbons","Combined",-0.0869592337166182,0.0463840382485659,0.0611801316884196
"groupWQS",617,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.10162382795625,0.047628345435594,0.0331648520267061
"groupWQS",617,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.165214131380844,0.0566358799723407,0.00362916115577271
"groupWQS",617,"GWQS4","Reactive aldehydes","Combined",0.0483302770576308,0.0479185579058517,0.313467835895607
"SGL-WQS (unweighted, lambda=0)",617,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",617,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",617,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",617,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",617,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",617,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",617,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",617,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",617,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0598952285944618,0.0273894677956864,0.0288688696696224
"SGL-WQS (unweighted, lambda.min path)",617,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495137860874316,0.0277726368825222,0.0747610967204405
"SGL-WQS (unweighted, lambda.min path)",617,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202903547622165,0.0380646206786265,1.0860508781544e-07
"SGL-WQS (unweighted, lambda.min path)",617,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0624785847885531,0.0258221006996531,0.0156241912083778
"SGL-WQS (unweighted, lambda.min path)",617,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0980529440294391,0.0248212364054527,8.0645358473524e-05
"SGL-WQS (unweighted, lambda.min path)",617,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.14543048140999,0.0317794703523204,5.01455675338865e-06
"SGL-WQS (unweighted, lambda.min path)",617,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.042481995107078,0.021429140729619,0.0475619907171131
"SGL-WQS (unweighted, lambda.min path)",617,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0443622791383892,0.025447028222022,0.0814264364849201
"SGL-WQS (survey, lambda.min path)",617,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0692529529255589,0.0461985107589419,0.177543595094598
"SGL-WQS (survey, lambda.min path)",617,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0702164516136599,0.0335940259626459,0.0749537596833152
"SGL-WQS (survey, lambda.min path)",617,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170239288023872,0.0432020991238142,0.00559951803963106
"SGL-WQS (survey, lambda.min path)",617,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0727423390731086,0.0287016312147354,0.0389797219733802
"SGL-WQS (survey, lambda.min path)",617,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.114370527198046,0.0329742854701771,0.0104273417714745
"SGL-WQS (survey, lambda.min path)",617,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.17274655683651,0.032700712069518,0.00114474256759436
"SGL-WQS (survey, lambda.min path)",617,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0672659259312194,0.0279873049986559,0.0472265821141823
"gWQS",789,"pwqs","Overall mixture","Positive",0.441349636392536,0.0942900171537898,3.35862896881443e-06
"gWQS",789,"nwqs","Overall mixture","Negative",-0.406961048632048,0.0872698513891792,3.64939205153907e-06
"groupWQS",789,"GWQS1","Aromatic hydrocarbons","Combined",-0.0285454444217233,0.0445190504054358,0.521574405930073
"groupWQS",789,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.114486716890085,0.0528514106149121,0.0305834046057218
"groupWQS",789,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.154147401866279,0.0549681623495936,0.0051617486227265
"groupWQS",789,"GWQS4","Reactive aldehydes","Combined",0.0544235426810862,0.0463790984544826,0.240956213205352
"SGL-WQS (unweighted, lambda=0)",789,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",789,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",789,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",789,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",789,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",789,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",789,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",789,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",789,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0580258808600694,0.0266746407306789,0.0297189646850836
"SGL-WQS (unweighted, lambda.min path)",789,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495449591979745,0.0277615181736465,0.0744623734955336
"SGL-WQS (unweighted, lambda.min path)",789,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202680501526411,0.0380402338681294,1.10057514442947e-07
"SGL-WQS (unweighted, lambda.min path)",789,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0620216131896678,0.0257571972155566,0.0161300676231666
"SGL-WQS (unweighted, lambda.min path)",789,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0969113506431671,0.0246667126386776,8.81591476516643e-05
"SGL-WQS (unweighted, lambda.min path)",789,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.143924406350116,0.0315269095007832,5.28481965472406e-06
"SGL-WQS (unweighted, lambda.min path)",789,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0424912887212035,0.0214294144837277,0.047516308363359
"SGL-WQS (unweighted, lambda.min path)",789,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.044196361575912,0.0254327695537532,0.0823996666544365
"SGL-WQS (survey, lambda.min path)",789,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.07027680415953,0.0454508762119686,0.165972809030515
"SGL-WQS (survey, lambda.min path)",789,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0705446816155162,0.0336439748183877,0.0742210796551845
"SGL-WQS (survey, lambda.min path)",789,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170555536941386,0.0432072020043439,0.00555055596250636
"SGL-WQS (survey, lambda.min path)",789,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0740767562334228,0.0286530298611588,0.0361915884506879
"SGL-WQS (survey, lambda.min path)",789,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.114998796713884,0.0330929049199542,0.0103354193259645
"SGL-WQS (survey, lambda.min path)",789,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.176061742776812,0.0327156034407897,0.00102861915828132
"SGL-WQS (survey, lambda.min path)",789,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0661478225950416,0.0273252752858501,0.0460410475770136
"gWQS",888,"pwqs","Overall mixture","Positive",0.407214124278864,0.0975464096006131,3.30482044388521e-05
"gWQS",888,"nwqs","Overall mixture","Negative",-0.382734615710611,0.0918399661334756,3.40808475215726e-05
"groupWQS",888,"GWQS1","Aromatic hydrocarbons","Combined",-0.0585368261982225,0.0495769355009344,0.238053558476229
"groupWQS",888,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.144622427992444,0.0549473150581011,0.00864745021838943
"groupWQS",888,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.168015486924215,0.0525030716227679,0.00142661178200455
"groupWQS",888,"GWQS4","Reactive aldehydes","Combined",0.0633295192149367,0.0468364301053706,0.176702586764359
"SGL-WQS (unweighted, lambda=0)",888,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",888,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",888,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",888,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",888,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",888,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",888,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",888,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",888,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0583551230093101,0.0267971786419328,0.0295439890368938
"SGL-WQS (unweighted, lambda.min path)",888,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495272975171543,0.0277636855364986,0.0745883609587056
"SGL-WQS (unweighted, lambda.min path)",888,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202700173588851,0.0380403575768863,1.09759226593544e-07
"SGL-WQS (unweighted, lambda.min path)",888,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.062100214897499,0.0257678174495673,0.016039629604965
"SGL-WQS (unweighted, lambda.min path)",888,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.097134689150946,0.0246999632248157,8.68036294743922e-05
"SGL-WQS (unweighted, lambda.min path)",888,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.144163066596015,0.0315677566016576,5.24374162473182e-06
"SGL-WQS (unweighted, lambda.min path)",888,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.042482967525731,0.0214293067405089,0.0475586311636812
"SGL-WQS (unweighted, lambda.min path)",888,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0442264412933141,0.0254352802995722,0.0822215549923257
"SGL-WQS (survey, lambda.min path)",888,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.07027680415953,0.0454508762119686,0.165972809030515
"SGL-WQS (survey, lambda.min path)",888,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0705446816155162,0.0336439748183877,0.0742210796551845
"SGL-WQS (survey, lambda.min path)",888,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170555536941386,0.0432072020043439,0.00555055596250636
"SGL-WQS (survey, lambda.min path)",888,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0740767562334228,0.0286530298611588,0.0361915884506879
"SGL-WQS (survey, lambda.min path)",888,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.114998796713884,0.0330929049199542,0.0103354193259645
"SGL-WQS (survey, lambda.min path)",888,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.176061742776812,0.0327156034407897,0.00102861915828132
"SGL-WQS (survey, lambda.min path)",888,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0661478225950416,0.0273252752858501,0.0460410475770136
"gWQS",999,"pwqs","Overall mixture","Positive",0.200692843491249,0.091755003134435,0.0290078083004438
"gWQS",999,"nwqs","Overall mixture","Negative",-0.225174778420156,0.0849131924078004,0.00816217419577197
"groupWQS",999,"GWQS1","Aromatic hydrocarbons","Combined",-0.0667545091392229,0.0478259717451377,0.163158719744269
"groupWQS",999,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.0832969302394757,0.0449508802590717,0.0642320258259368
"groupWQS",999,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.0836260622309773,0.0588156633618771,0.155454908748798
"groupWQS",999,"GWQS4","Reactive aldehydes","Combined",0.0397926347444957,0.0497138748935525,0.42369170292678
"SGL-WQS (unweighted, lambda=0)",999,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",999,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",999,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",999,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",999,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",999,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",999,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",999,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",999,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0608064266443657,0.0277524668387859,0.0285609043468285
"SGL-WQS (unweighted, lambda.min path)",999,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495613416567979,0.0277771401436735,0.0745296002855744
"SGL-WQS (unweighted, lambda.min path)",999,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.203158224019538,0.038103589468929,1.07880475078268e-07
"SGL-WQS (unweighted, lambda.min path)",999,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.062756700426326,0.0258608213257915,0.0153213190658968
"SGL-WQS (unweighted, lambda.min path)",999,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0985584685022719,0.0248802911102288,7.70636008608452e-05
"SGL-WQS (unweighted, lambda.min path)",999,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.146354447125031,0.031931892006132,4.8490414430712e-06
"SGL-WQS (unweighted, lambda.min path)",999,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0425158801642482,0.0214293436142664,0.047387399318628
"SGL-WQS (unweighted, lambda.min path)",999,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0444384631883588,0.025454154779593,0.0809899695834488
"SGL-WQS (survey, lambda.min path)",999,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.07027680415953,0.0454508762119686,0.165972809030515
"SGL-WQS (survey, lambda.min path)",999,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0705446816155162,0.0336439748183877,0.0742210796551845
"SGL-WQS (survey, lambda.min path)",999,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170555536941386,0.0432072020043439,0.00555055596250636
"SGL-WQS (survey, lambda.min path)",999,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0740767562334228,0.0286530298611588,0.0361915884506879
"SGL-WQS (survey, lambda.min path)",999,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.114998796713884,0.0330929049199542,0.0103354193259645
"SGL-WQS (survey, lambda.min path)",999,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.176061742776812,0.0327156034407897,0.00102861915828132
"SGL-WQS (survey, lambda.min path)",999,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0661478225950416,0.0273252752858501,0.0460410475770136
"gWQS",1001,"pwqs","Overall mixture","Positive",0.271788698602679,0.0875257351327625,0.00196842811605141
"gWQS",1001,"nwqs","Overall mixture","Negative",-0.253741999886827,0.0841402734463917,0.00264516213872631
"groupWQS",1001,"GWQS1","Aromatic hydrocarbons","Combined",-0.0480488883270614,0.0479930208985733,0.31704283147794
"groupWQS",1001,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.145095194724344,0.0548569404529357,0.00832602592688464
"groupWQS",1001,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.14213278856435,0.0599368834960781,0.0179522000552043
"groupWQS",1001,"GWQS4","Reactive aldehydes","Combined",0.0553280987527245,0.0474539841780477,0.243981116696547
"SGL-WQS (unweighted, lambda=0)",1001,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",1001,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",1001,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",1001,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",1001,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",1001,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",1001,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",1001,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",1001,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0562956529323059,0.0260583736263803,0.0308586906935775
"SGL-WQS (unweighted, lambda.min path)",1001,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0497029347790147,0.0277492127331904,0.0734156680448442
"SGL-WQS (unweighted, lambda.min path)",1001,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202738871790181,0.0380792445943876,1.12427733948159e-07
"SGL-WQS (unweighted, lambda.min path)",1001,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0613219490856467,0.0256921846626114,0.0170853346710178
"SGL-WQS (unweighted, lambda.min path)",1001,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0954361165817498,0.0244038577569364,9.49950000047223e-05
"SGL-WQS (unweighted, lambda.min path)",1001,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.142563696683332,0.0312753797174183,5.45686003177877e-06
"SGL-WQS (unweighted, lambda.min path)",1001,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0425909404659646,0.0214306682711254,0.0470115801914194
"SGL-WQS (unweighted, lambda.min path)",1001,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0440297594114854,0.0254175445222527,0.0833764919024323
"SGL-WQS (survey, lambda.min path)",1001,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.07027680415953,0.0454508762119686,0.165972809030515
"SGL-WQS (survey, lambda.min path)",1001,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0705446816155162,0.0336439748183877,0.0742210796551845
"SGL-WQS (survey, lambda.min path)",1001,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170555536941386,0.0432072020043439,0.00555055596250636
"SGL-WQS (survey, lambda.min path)",1001,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0740767562334228,0.0286530298611588,0.0361915884506879
"SGL-WQS (survey, lambda.min path)",1001,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.114998796713884,0.0330929049199542,0.0103354193259645
"SGL-WQS (survey, lambda.min path)",1001,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.176061742776812,0.0327156034407897,0.00102861915828132
"SGL-WQS (survey, lambda.min path)",1001,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0661478225950416,0.0273252752858501,0.0460410475770136
"gWQS",1123,"pwqs","Overall mixture","Positive",0.325274279236475,0.0920651194484699,0.000433697096615475
"gWQS",1123,"nwqs","Overall mixture","Negative",-0.368664080255246,0.0871691598244693,2.60828642814029e-05
"groupWQS",1123,"GWQS1","Aromatic hydrocarbons","Combined",-0.0647290284132433,0.0493991857847915,0.190452546065166
"groupWQS",1123,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.153711711154637,0.0526940807337603,0.00362996666221362
"groupWQS",1123,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.140151695064512,0.0620158302284565,0.0240869449198887
"groupWQS",1123,"GWQS4","Reactive aldehydes","Combined",0.0837054189723322,0.0475452582459983,0.0786887173856945
"SGL-WQS (unweighted, lambda=0)",1123,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",1123,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",1123,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",1123,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",1123,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",1123,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",1123,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",1123,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",1123,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0591072780722319,0.0270828136428707,0.0291873244767556
"SGL-WQS (unweighted, lambda.min path)",1123,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495063836540563,0.0277682886817876,0.0747590456940757
"SGL-WQS (unweighted, lambda.min path)",1123,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202771844931143,0.0380467734082049,1.09173538829131e-07
"SGL-WQS (unweighted, lambda.min path)",1123,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0622776995189991,0.0257930611319689,0.0158424537389627
"SGL-WQS (unweighted, lambda.min path)",1123,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0976014957731011,0.0247644601918313,8.37688252418094e-05
"SGL-WQS (unweighted, lambda.min path)",1123,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.144745288663037,0.0316657409218605,5.13940905619395e-06
"SGL-WQS (unweighted, lambda.min path)",1123,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0424743623913275,0.0214291542557109,0.0476020065374915
"SGL-WQS (unweighted, lambda.min path)",1123,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0442941649621528,0.02544101807872,0.0818228315468452
"SGL-WQS (survey, lambda.min path)",1123,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0679349138637465,0.0469791838684589,0.191403371969667
"SGL-WQS (survey, lambda.min path)",1123,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0697999802699881,0.0335404810443259,0.0759653996736148
"SGL-WQS (survey, lambda.min path)",1123,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.169849804854038,0.043192237158554,0.00565811850478054
"SGL-WQS (survey, lambda.min path)",1123,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0715179881863518,0.0287590221455325,0.0417917894605657
"SGL-WQS (survey, lambda.min path)",1123,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.113630147898573,0.0328399393297496,0.0105458431379131
