job_id,battery,scenario_id,family,n,p,method,data_seed,split_seed,method_seed,bootstrap_seed,split_replicate,signal_profile,effect_profile,group_structure,within_rho,cross_rho,binomial_target_prevalence,reuse_from_battery,run_this,paired_binary_scenario_id,paired_binary_job_id,paired_binary_fit_seed
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_73,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180073,1180073,1180073,73,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0073,1180073
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_74,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180074,1180074,1180074,74,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0074,1180074
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_75,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180075,1180075,1180075,75,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0075,1180075
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_76,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180076,1180076,1180076,76,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0076,1180076
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_77,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180077,1180077,1180077,77,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0077,1180077
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_78,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180078,1180078,1180078,78,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0078,1180078
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_79,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180079,1180079,1180079,79,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0079,1180079
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_80,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180080,1180080,1180080,80,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0080,1180080
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_81,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180081,1180081,1180081,81,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0081,1180081
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_82,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180082,1180082,1180082,82,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0082,1180082
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_83,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180083,1180083,1180083,83,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0083,1180083
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_84,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180084,1180084,1180084,84,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0084,1180084
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_85,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180085,1180085,1180085,85,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0085,1180085
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_86,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180086,1180086,1180086,86,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0086,1180086
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_87,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180087,1180087,1180087,87,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0087,1180087
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_88,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180088,1180088,1180088,88,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0088,1180088
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_89,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180089,1180089,1180089,89,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0089,1180089
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_90,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180090,1180090,1180090,90,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0090,1180090
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_91,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180091,1180091,1180091,91,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0091,1180091
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_92,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180092,1180092,1180092,92,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0092,1180092
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_93,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180093,1180093,1180093,93,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0093,1180093
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_94,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180094,1180094,1180094,94,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0094,1180094
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_95,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180095,1180095,1180095,95,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0095,1180095
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_96,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180096,1180096,1180096,96,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0096,1180096
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_97,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180097,1180097,1180097,97,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0097,1180097
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_98,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180098,1180098,1180098,98,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0098,1180098
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_99,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180099,1180099,1180099,99,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0099,1180099
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n5000_SGL-WQS_719002_100,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n5000,gaussian,5000,13,SGL-WQS,719002,1180100,1180100,1180100,100,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n5000_w0p2_b0,split_global_binary_n5000_w0p2_b0_split0100,1180100
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_1,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980001,980001,980001,1,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0001,980001
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_2,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980002,980002,980002,2,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0002,980002
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_3,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980003,980003,980003,3,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0003,980003
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_4,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980004,980004,980004,4,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0004,980004
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_5,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980005,980005,980005,5,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0005,980005
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_6,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980006,980006,980006,6,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0006,980006
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_7,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980007,980007,980007,7,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0007,980007
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_8,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980008,980008,980008,8,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0008,980008
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_9,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980009,980009,980009,9,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0009,980009
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_10,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980010,980010,980010,10,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0010,980010
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_11,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980011,980011,980011,11,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0011,980011
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_12,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980012,980012,980012,12,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0012,980012
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_13,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980013,980013,980013,13,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0013,980013
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_14,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980014,980014,980014,14,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0014,980014
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_15,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980015,980015,980015,15,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0015,980015
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_16,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980016,980016,980016,16,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0016,980016
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_17,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980017,980017,980017,17,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0017,980017
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_18,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980018,980018,980018,18,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0018,980018
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_19,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980019,980019,980019,19,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0019,980019
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_20,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980020,980020,980020,20,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0020,980020
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_21,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980021,980021,980021,21,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0021,980021
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_22,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980022,980022,980022,22,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0022,980022
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_23,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980023,980023,980023,23,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0023,980023
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_24,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980024,980024,980024,24,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0024,980024
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_25,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980025,980025,980025,25,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0025,980025
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_26,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980026,980026,980026,26,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0026,980026
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_27,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980027,980027,980027,27,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0027,980027
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_28,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980028,980028,980028,28,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0028,980028
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_29,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980029,980029,980029,29,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0029,980029
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_30,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980030,980030,980030,30,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0030,980030
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_31,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980031,980031,980031,31,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0031,980031
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_32,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980032,980032,980032,32,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0032,980032
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_33,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980033,980033,980033,33,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0033,980033
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_34,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980034,980034,980034,34,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0034,980034
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_35,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980035,980035,980035,35,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0035,980035
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_36,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980036,980036,980036,36,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0036,980036
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_37,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980037,980037,980037,37,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0037,980037
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_38,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980038,980038,980038,38,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0038,980038
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_39,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980039,980039,980039,39,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0039,980039
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_40,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980040,980040,980040,40,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0040,980040
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_41,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980041,980041,980041,41,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0041,980041
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_42,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980042,980042,980042,42,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0042,980042
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_43,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980043,980043,980043,43,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0043,980043
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_44,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980044,980044,980044,44,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0044,980044
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_45,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980045,980045,980045,45,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0045,980045
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_46,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980046,980046,980046,46,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0046,980046
C2_gaussian_paired_split_stability_C2_gaussian_paired_global_null_n500_SGL-WQS_719001_47,C2_gaussian_paired_split_stability,C2_gaussian_paired_global_null_n500,gaussian,500,13,SGL-WQS,719001,980047,980047,980047,47,global_null,global_null,legacy13,0.2,0,,,TRUE,split_global_binary_n500_w0p2_b0,split_global_binary_n500_w0p2_b0_split0047,980047
