n,seed,method,succeeded,error,source,attempted,error_class,backend_jerr,bootstrap_success_rate,all_zero_weights,validation_estimable,rank_deficient,selected_lambda,lambda_index,lambda_at_path_edge,n_nonzero
200,1963,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1963,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1963,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.006200258623257572,1,TRUE,13
200,2048,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2048,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2048,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2048,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.005708178019708709,2,FALSE,13
200,2222,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2222,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2222,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2222,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.0034736520712456455,3,FALSE,13
200,2345,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2345,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2345,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2345,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.005746621657908197,3,FALSE,13
200,2500,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2500,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2500,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2500,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.002665129529029837,3,FALSE,13
200,2718,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2718,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2718,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2718,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.0063036979747768925,1,TRUE,13
200,2801,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2801,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2801,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2801,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.0038889364135985213,3,FALSE,13
200,3001,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3001,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3001,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3001,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.00203084416710931,5,FALSE,13
200,3141,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3141,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3141,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3141,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.007972205975440705,1,TRUE,13
200,3333,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3333,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3333,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3333,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.002545174689588788,3,FALSE,13
200,3500,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3500,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3500,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3500,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.009932737673633283,1,TRUE,13
200,3777,qgcomp,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3777,gWQS,FALSE,"関数 ""selectdatavars"" を見つけることができませんでした",additional_n100_n200,TRUE,other_error,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3777,groupWQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3777,SGL-WQS,TRUE,NA,additional_n100_n200,TRUE,NA,NA,1,FALSE,TRUE,FALSE,0.007973411239892408,1,TRUE,13
